start,end,text,politico
852.0,853.0, un laburante,larreta
853.0,854.0, él trabajó primero,larreta
854.0,855.0, cuando Diego era ministro,larreta
855.0,856.0, Diego Santilli,larreta
856.0,857.0, después Diego fue de candidato,larreta
857.0,858.0, Marcelo que lo viniste,larreta
858.0,859.0, no lo perdamos,larreta
859.0,861.0, es todo el mismo equipo,larreta
861.0,862.0, que viene laburando hace años,larreta
862.0,863.0, Marcelo incluso antes,larreta
863.0,864.0, también ya estaba en el ministerio,larreta
864.0,866.0, la verdad se hizo un trabajo muy serio,larreta
866.0,868.0, muy serio con mucha decisión,larreta
868.0,870.0, pongamos el pecho y no lo perdamos,larreta
870.0,871.0, por eso es necesario,larreta
871.0,873.0," te digo, en lo pillo como ciudadano",larreta
873.0,875.0," obvio, es parte del equipo Marcelo",larreta
875.0,876.0, y es uno de los responsables,larreta
876.0,878.0, de que la seguridad en la ciudad,larreta
878.0,879.0, haya mejorado,larreta
879.0,881.0, yo entiendo que es difícil decir,larreta
881.0,882.0, que la seguridad mejoró,larreta
882.0,884.0, cuando ayer mataron una persona,larreta
884.0,885.0, pero la realidad,larreta
885.0,886.0, la ciudad pasa,larreta
886.0,887.0, no pasamos en la provincia,larreta
887.0,888.0, delito cero,larreta
888.0,890.0, no existe en ningún lugar del mundo,larreta
890.0,892.0, ayer tuvimos un caso dramático,larreta
892.0,893.0, estamos investigándolo,larreta
893.0,894.0, viendo a través de las cámaras,larreta
894.0,895.0, le mandamos toda la información,larreta
895.0,896.0, a la justicia,larreta
896.0,897.0, para investigar,larreta
897.0,898.0, y encontrar al delincuente,larreta
898.0,899.0, y meterlo en cana,larreta
899.0,900.0, que es lo que hay que hacer,larreta
900.0,901.0, ahora hay un problema,larreta
901.0,902.0, yo digo,larreta
903.0,904.0, la vez pasada,larreta
904.0,906.0, tuve un quilombo con la gente de tránsito,larreta
906.0,908.0, que le hablé con la directora de tránsito,larreta
908.0,909.0, muy amable,larreta
909.0,912.0, uno de los chicos de Todamarillo,larreta
912.0,914.0, me dijo que yo era un borracho,larreta
914.0,915.0, yo no tomo el jugo,larreta
915.0,916.0, te juro,larreta
916.0,917.0, mal tratador,larreta
917.0,918.0, pero te hicieron el test,larreta
918.0,920.0, me dije que pero por supuesto,larreta
920.0,921.0, cero,larreta
921.0,922.0, pero igual,larreta
922.0,923.0, y como te dijo eso?,larreta
923.0,924.0, no porque yo le digo,larreta
924.0,926.0, me paraste 17 veces,larreta
926.0,928.0, en la bolsa de mecánica armada,larreta
928.0,930.0, salgo a las 12 de laboral,larreta
930.0,931.0, 12 y media estoy parado,larreta
931.0,932.0, y con los papeles,larreta
932.0,933.0, toda la noche,larreta
933.0,934.0, siempre te ganan,larreta
934.0,935.0, me enganchan,larreta
935.0,936.0, entonces me dice,larreta
936.0,937.0, con ese auto,larreta
937.0,938.0, no llama la atención,larreta
938.0,939.0, pero también,larreta
939.0,940.0, pero lo conocís,larreta
940.0,941.0, me paraste ayer,larreta
941.0,942.0, me paraste ayer,larreta
942.0,943.0, me paraste ayer,larreta
943.0,944.0, me paraste ayer,larreta
944.0,945.0, me paraste ayer,larreta
945.0,946.0, te borracho,larreta
946.0,947.0, escucha,larreta
947.0,948.0, no soy borracho,larreta
948.0,949.0, que no,larreta
949.0,950.0, que un día te agarré borracho,larreta
950.0,951.0, en plaza no se encuentro,larreta
951.0,953.0, alguien más asistente,larreta
953.0,954.0, que yo un camello,larreta
954.0,955.0, bueno,larreta
955.0,956.0, entonces escucha,larreta
956.0,957.0, escucha,larreta
957.0,958.0, y ahora pusiste los drones,larreta
958.0,959.0, para ver si estamos,larreta
959.0,960.0, con los no los,larreta
960.0,962.0, para ver si estamos con cinturón,larreta
962.0,963.0, y hablando por teléfono,larreta
963.0,966.0, por qué no los ponemos para los chorros,larreta
966.0,967.0, porque los ciudadanos,larreta
967.0,968.0, que venimos a laborar,larreta
968.0,970.0, entre la bicicenda que hicieron,larreta
970.0,971.0, en Libertadores,larreta
971.0,972.0, que vos me la explicaste,larreta
972.0,973.0, que es un quilombo,larreta
973.0,974.0, es un laberinto,larreta
974.0,975.0, entre los domos,larreta
975.0,977.0, para ver si se borraste el cinturón,larreta
977.0,978.0, entre los pajaritos,larreta
978.0,979.0, esto de tránsito,larreta
979.0,980.0, pobrecito que me paran,larreta
980.0,981.0, en todas las esquinas,larreta
981.0,983.0, parece que te había notado,larreta
983.0,984.0, venimos a laborar,larreta
984.0,985.0, no venimos con replicada,larreta
985.0,986.0, no somos boludos,larreta
986.0,987.0, pagamos nada más,larreta
987.0,988.0, que los honestos,larreta
988.0,989.0, y después los chorros,larreta
989.0,991.0, te encuentro el circuito,larreta
991.0,992.0, el Horacio,larreta
992.0,994.0, a venir a Córdoba,larreta
994.0,995.0, a los estomas,larreta
995.0,996.0, San Martín,larreta
996.0,997.0, las villas de San Martín,larreta
997.0,999.0, a descargar lo que van a encabilar,larreta
999.0,1001.0, no hay seguridad,larreta
1001.0,1002.0, y a mí me paran,larreta
1002.0,1003.0, cuando voy por pleno a Libertadores,larreta
1003.0,1004.0, y los chorros,larreta
1004.0,1005.0, van por pleno a Libertadores,larreta
1005.0,1006.0, que hacen tránsito,larreta
1006.0,1007.0, en pleno a Libertadores,larreta
1007.0,1008.0, los chorros van por adentro,larreta
1008.0,1009.0, una cosa no hundita la otra,larreta
1009.0,1010.0, una de las principales causas,larreta
1010.0,1011.0, de muerde en la calle,larreta
1011.0,1012.0, eran,larreta
1012.0,1013.0, que debo decir,larreta
1013.0,1015.0, eran los accidentes de tránsito,larreta
1015.0,1016.0, todo lo que controlemos,larreta
1016.0,1017.0, para que no perdamos vidas,larreta
1017.0,1018.0, en accidentes de tránsito,larreta
1018.0,1019.0, hay que hacerlo,larreta
1019.0,1020.0, eso no quita,larreta
1020.0,1021.0, hay que controlarse,larreta
1021.0,1022.0, y también no es una cosa o la otra,larreta
1022.0,1023.0, escucha ahora,larreta
1023.0,1024.0, una cosa y la otra,larreta
1024.0,1025.0, está bien,larreta
1025.0,1026.0, no es la cosa,larreta
1026.0,1027.0, pero es así,larreta
1027.0,1028.0, no tiene nada que ver con tu presidencia,larreta
1028.0,1029.0, te pregunto,larreta
1029.0,1030.0, ahora como el alcalde,larreta
1030.0,1031.0, lo pide,larreta
1031.0,1032.0, van con las motitos,larreta
1032.0,1033.0, que reparte,larreta
1033.0,1034.0, lo paran,larreta
1034.0,1035.0, lo que van sin cascos,larreta
1035.0,1036.0, de la moto a Fanano,larreta
1036.0,1037.0, no lo paran,larreta
1037.0,1038.0, van con el casco puesto acá,larreta
1038.0,1039.0, hay una cosa que es un error,larreta
1039.0,1040.0, el casco para ir en moto,larreta
1040.0,1041.0, y ser legal,larreta
1041.0,1042.0, tiene que tener ISO 9000,larreta
1042.0,1043.0, esos cascos no tienen ni forro,larreta
1043.0,1044.0, son cascos de Dios mierda,larreta
1044.0,1045.0, entonces,larreta
1045.0,1046.0, si la hacemos,larreta
1046.0,1047.0, la hacemos bien,larreta
1047.0,1048.0, no pa ver,larreta
1048.0,1049.0, y si no se gamo la por la mitad,larreta
1049.0,1050.0, te me pongo una escupidera y paso,larreta
1050.0,1051.0, cosas para mejorar,larreta
1051.0,1052.0, seguramente podemos hablar,larreta
1052.0,1053.0, todo el día,larreta
1053.0,1054.0, una ciudad enorme,larreta
1054.0,1055.0, 3 millones de personas,larreta
1055.0,1056.0, bueno pero estamos hablando,larreta
1056.0,1057.0, ahora,larreta
1057.0,1058.0, ahora,larreta
1058.0,1059.0, no es una cosa,larreta
1059.0,1060.0, pero es una cosa,larreta
1060.0,1061.0, que no es una cosa,larreta
1061.0,1062.0, pero es una cosa,larreta
1062.0,1063.0, bueno pero estamos hablando,larreta
1063.0,1064.0, ahora,larreta
1064.0,1065.0, las muertes en la calle,larreta
1065.0,1066.0, por accidentes de tránsito,larreta
1066.0,1067.0, han bajado,larreta
1067.0,1068.0, gracias a los controles,larreta
1068.0,1069.0, es así,larreta
1069.0,1070.0, si no se nos controla,larreta
1070.0,1071.0, acto mejor,larreta
1071.0,1072.0, no creo porque,larreta
1072.0,1073.0, cuando van por lubones,larreta
1073.0,1074.0, van por lubones,larreta
1074.0,1076.0, pero la gente,larreta
1076.0,1077.0, no puede gastar nada,larreta
1077.0,1078.0, no corre,larreta
1078.0,1080.0, no han bajado por eso,larreta
1080.0,1081.0, por los intrusos de seguridad,larreta
1081.0,1082.0, ninguno se mata,larreta
1082.0,1083.0, contra el volante,larreta
1083.0,1084.0, las que mueren son todos motoceros,larreta
1084.0,1085.0, que van a mil,larreta
1085.0,1086.0, pero es todo,larreta
1086.0,1087.0, sin cascos,larreta
1087.0,1088.0, no no no,larreta
1088.0,1089.0, ahora yo te voy a,larreta
1089.0,1090.0, yo voy por lubones,larreta
1090.0,1091.0, me gusta discutir,larreta
1091.0,1092.0, les vamos a discutir,larreta
1092.0,1093.0, voy por lubones,larreta
1093.0,1094.0, voy por lubones,larreta
1094.0,1095.0, los timbo bien arriba,larreta
1095.0,1096.0, de ticho con las banderas,larreta
1096.0,1097.0, que van a la marcha,larreta
1097.0,1098.0, las 9 de julio,larreta
1098.0,1099.0, si,larreta
1099.0,1100.0, no les piden cinturón,larreta
1100.0,1101.0, no les piden regito,larreta
1101.0,1102.0, no les piden gomas nuevas,larreta
1102.0,1103.0, todo recapado,larreta
1103.0,1104.0, chomero,larreta
1104.0,1105.0, mancolgado,larreta
1105.0,1106.0, ahí son las venibosas,larreta
1106.0,1107.0, te des,larreta
1107.0,1108.0, papele,larreta
1108.0,1109.0, te sentiste,larreta
1109.0,1110.0, yo,larreta
1110.0,1111.0, y que está mal lo que están haciendo,larreta
1111.0,1112.0, no,larreta
1112.0,1113.0, son dos cosas distintas,larreta
1113.0,1114.0, si hay que controlar más,larreta
1114.0,1115.0, algunos ni duda,larreta
1115.0,1116.0, ahora,larreta
1116.0,1117.0, las muertes en la calle,larreta
1117.0,1118.0, vienen bajando,larreta
1118.0,1119.0, las muertes,larreta
1119.0,1120.0, y la gente,larreta
1120.0,1121.0, que no perdieron sus seres queridos,larreta
1121.0,1122.0, ¿sabes cuáles son los lugares,larreta
1122.0,1123.0, que habíamos muertes,larreta
1123.0,1124.0, en los llogos de los aires?,larreta
1124.0,1125.0, no,larreta
1125.0,1126.0, la curva y contracurva,larreta
1126.0,1127.0, cuando vas por Figueroa del Corta,larreta
1127.0,1128.0, que pasas el planetario,larreta
1128.0,1129.0, si,larreta
1129.0,1130.0, esa curva y contracurva,larreta
1130.0,1131.0, era la curva de la muerte,larreta
1131.0,1132.0, como seis o siete años,larreta
1132.0,1133.0, no se muere nadie ahí,larreta
1133.0,1134.0, son familias que,larreta
1134.0,1135.0, perdían sus seres queridos,larreta
1135.0,1136.0, pero,larreta
1136.0,1137.0, han bajado la muerte,larreta
1137.0,1138.0, porque tienes una cámara,larreta
1138.0,1139.0, que si va rápido,larreta
1139.0,1140.0, te cracha,larreta
1140.0,1141.0, es así,larreta
1141.0,1142.0, es porque el control,larreta
1142.0,1143.0, es también el control de velocidad,larreta
1143.0,1144.0, pero el control de cinturón,larreta
1144.0,1145.0, de seguridad,larreta
1145.0,1146.0, pero entonces,larreta
1146.0,1147.0, entonces,larreta
1147.0,1148.0, te piden,larreta
1148.0,1149.0, te obligan,larreta
1149.0,1150.0, a las cinturones de seguridad,larreta
1150.0,1151.0, en Estados Unidos,larreta
1151.0,1152.0, por ejemplo,larreta
1152.0,1153.0, te piden,larreta
1153.0,1154.0, si,larreta
1154.0,1155.0, casco para andar en moto,larreta
1155.0,1156.0, escucha bien,larreta
1156.0,1157.0, bueno,larreta
1157.0,1158.0, si,larreta
1158.0,1159.0, entonces obligato a los cinturón,larreta
1159.0,1160.0, todo el lado,larreta
1160.0,1161.0, casco para,larreta
1161.0,1162.0, no es el invento nuestro,larreta
1162.0,1163.0, si no puedes decir,larreta
1163.0,1164.0, que estamos locos,larreta
1164.0,1165.0, no te piden casco,larreta
1165.0,1166.0, para andar en moto,larreta
1166.0,1167.0, pero te piden gafas,larreta
1167.0,1168.0, porque,larreta
1168.0,1169.0, porque si te rompe la cabeza,larreta
1169.0,1170.0, es un problema tuyo,larreta
1170.0,1171.0, pero si un bicho en el ojo,larreta
1171.0,1172.0, te hace atropellar a alguien,larreta
1172.0,1173.0, es un problema de lo otro,larreta
1173.0,1174.0, no,larreta
1174.0,1175.0, si te puedes romper la cabeza,larreta
1175.0,1176.0, no es un problema tuyo solamente,larreta
1176.0,1177.0, pero te piden casco,larreta
1177.0,1178.0, homologado como en Italia,larreta
1178.0,1179.0, no sabía en todos los países,larreta
1179.0,1180.0, del mundo te piden casco,larreta
1180.0,1181.0, no sabía que el estado de Estados Unidos,larreta
1181.0,1182.0, no sabía,larreta
1182.0,1184.0, pero homologado,larreta
1184.0,1185.0, esto te pido,larreta
1185.0,1186.0, para todos los motocueros,larreta
1186.0,1188.0, que hay millones,larreta
1188.0,1189.0, y decir a las luces,larreta
1189.0,1190.0, también la patente,larreta
1190.0,1192.0, a ver la homologación del casco,larreta
1192.0,1193.0, mira con eso solo,larreta
1193.0,1194.0, no puede circular ningún,larreta
1194.0,1196.0, seguramente se puede controlar,larreta
1196.0,1198.0, seguramente todo se puede mejorar,larreta
1198.0,1199.0, ahora,larreta
1199.0,1200.0, con los controles que tenemos hoy,larreta
1200.0,1202.0, que no son perfectos,larreta
1202.0,1204.0, como decís,larreta
1204.0,1205.0, bajaron las muertes,larreta
1205.0,1206.0, entonces hemos dado un paso,larreta
1206.0,1208.0, ahora tenemos que controlar mejor todavía,larreta
1208.0,1209.0," como te digo, la gente te dio la otra",larreta
1209.0,1211.0, yo hace unos años,larreta
1211.0,1213.0, estoy viajando mucho,larreta
1213.0,1215.0, la ciudad de Buenos Aires,larreta
1215.0,1217.0, el único me da ganas de volver,larreta
1217.0,1219.0, porque es maravilloso,larreta
1219.0,1221.0, y yo cuento en el mundo,larreta
1221.0,1224.0, nosotros tenemos la ciudad más linda del mundo,larreta
1224.0,1227.0, la más linda del mundo te juro,larreta
1227.0,1229.0," por tomarlo, cuento todos los días acá",larreta
1229.0,1231.0, y yo me emociono,larreta
1231.0,1232.0, amo Buenos Aires,larreta
1232.0,1233.0, tenés,larreta
1233.0,1234.0, los mejores de Inglaterra,larreta
1234.0,1236.0," de Italia, de Francia",larreta
1236.0,1238.0, los mejores todos y todos bien,larreta
1238.0,1240.0, ahora te puedo decir una cosa de eso,larreta
1240.0,1241.0, yo estoy orgulloso del laburo 9,larreta
1241.0,1242.0, esto me rompo el culo,larreta
1242.0,1243.0, laburando todo el día para eso,larreta
1243.0,1245.0, ahora la gente acompaña,larreta
1245.0,1247.0, los lugares que están arreglados,larreta
1247.0,1249.0, hoy los espacios verdes de la ciudad,larreta
1249.0,1250.0, no hay conquedad,larreta
1250.0,1252.0, por eso ahora la gente cuida,larreta
1252.0,1253.0, la gente cuida,larreta
1253.0,1254.0, después la pandemia,larreta
1254.0,1256.0, tallendo mucha más gente a las plazas,larreta
1256.0,1257.0, van a ser gimnasia,larreta
1257.0,1258.0, el aeróbico,larreta
1258.0,1260.0, los cumpleaños de los chicos,larreta
1260.0,1262.0, muchísima más gente que antes en la plaza,larreta
1262.0,1263.0, está mejor cuidados que nunca,larreta
1263.0,1265.0, da gusto la gente,larreta
1265.0,1268.0, los lugares que están cuidados los cuida,larreta
1268.0,1270.0, fijate por ejemplo otro tema,larreta
1270.0,1272.0, hace 10 años no encontras uno,larreta
1272.0,1274.0, que levante la caca del perro con la bolsita,larreta
1274.0,1276.0, hoy cada vez más,larreta
1276.0,1277.0, el que no lo levanta,larreta
1277.0,1279.0, empieza a parecer el control social,larreta
1279.0,1280.0, del otro que termina mal de reo,larreta
1280.0,1282.0, si la mirada en quisi dorado,larreta
1282.0,1283.0, pero eso era perfecto,larreta
1283.0,1284.0, pero hay otro problema,larreta
1284.0,1286.0, yo hago la fita de cumpleaños,larreta
1286.0,1288.0, yo hago la fita de cumpleaños,larreta
1288.0,1289.0, en una plaza con mis hijos,larreta
1289.0,1291.0, y vienen dos pibes drogados,larreta
1291.0,1293.0, y nos arruinan la fiesta,larreta
1293.0,1295.0, la seguridad,larreta
1295.0,1297.0, el país se te da un reo,larreta
1297.0,1299.0, la gente disfruta las plazas,larreta
1299.0,1300.0, y cuida,larreta
1300.0,1301.0," mira, vos vas un domingo a Palermo",larreta
1301.0,1303.0, que es la plaza más grande de la ciudad,larreta
1303.0,1304.0, van 80 mil personas,larreta
1304.0,1306.0, hace 10 años si vas a la tardesita,larreta
1306.0,1308.0, todo bolsa de resí,larreta
1308.0,1310.0, y dos botellas de plástico,larreta
1310.0,1312.0, hoy vas un domingo 10 de la noche,larreta
1312.0,1314.0, si pero vas un martes a 9 de julio,larreta
1314.0,1316.0, y encuentras un baño en la hereda,larreta
1316.0,1318.0," río, la gente cuida",larreta
1318.0,1319.0, los lugares que están cuidados,larreta
1319.0,1321.0," es todo, es un todo",larreta
1321.0,1323.0, es una lástima,larreta
1323.0,1325.0, y esto te lo dije en la primera reunión que tuvimos,larreta
1325.0,1327.0, es una lástima de tener la mejor ciudad del mundo,larreta
1327.0,1329.0, que el lejos es la mejor ciudad del mundo,larreta
1329.0,1331.0, para mi es un orgullo,larreta
1331.0,1333.0," yo, te repito",larreta
1333.0,1335.0, cuando estoy en algún lugar y me dicen,larreta
1335.0,1337.0," mira, si nosotros tenemos buenos aires",larreta
